SN,TN,CN,tgtsize,hand_theta,hand_theta_maxv,hand_theta_maxradv,handMaxRadExt,hand_theta_50,raw_ep_hand_ang,ti,fbi,ri,MT,RT,ST,radvelmax,maxRadDist,testMaxRadDist,discrim,discrim_onset,discrim_dist,stim_type,discrim_tar,problem_report
1,38,8,15,7.44948700655328,9.30394538701796,7.19257047311419,7.21649171272071,7.21267351318858,-37.5505129934467,315,0,0,0.153136684370082,0.405038934379405,0.560347987659185,1104.71877601924,129.726761529436,130.324442608034,0,0,0,0,0,No_Discrim
1,39,8,15,2.60964269391326,3.30094773544772,3.30094773544772,7.9881860885593,6.83690588759185,-132.390357306087,225,0,0,0.101611278771117,0.378810058639033,1.41816869601396,1443.42716087836,156.201346214705,156.201346214705,0,0,0,0,0,No_Discrim
1,40,8,15,-11.3013166666395,-11.3013166666395,-11.3013166666395,-18.0526750131847,-15.6487886989936,33.6986833333605,45,0,0,0.118936146175429,0.4076893446356,0.906921053169185,2172.422439316,146.344622591499,146.913517479671,0,0,0,0,0,No_Discrim
1,41,9,15,4.77069754366673,-3.55186170407387,4.77069754366673,3.89430076254243,3.1653602159476,139.770697543667,135,1,0,0.111757112930661,0.3627732888163,3.63456698648312,948.948265245974,112.254887321787,112.570684314129,0,0,0,0,0,No_Discrim
1,42,9,15,1.32717331535662,1.32717331535662,1.32717331535662,1.96234104001451,2.10590981201722,-133.672826684643,225,1,0,0.101596856404882,0.43416971038684,0.876399420220935,1206.40596222405,116.993659386082,117.128165661098,0,0,0,0,0,No_Discrim
1,43,9,15,3.80023453533693,3.37986357940008,3.80023453533693,4.17056191457527,4.94905287719558,-41.1997654646631,315,1,0,0.127268968716663,0.392493879508351,0.974501857480675,1027.76237707158,128.920111010155,129.80636743815,0,0,0,0,0,No_Discrim
1,44,9,15,-6.35782427103986,-6.35782427103986,-6.35782427103986,-7.37212286276171,-7.45956957887656,38.6421757289601,45,1,0,0.111369211372988,0.402307999245238,0.9123561819668,2414.15138396603,116.730681900543,116.992584181083,0,0,0,0,0,No_Discrim
1,45,9,15,-3.60381624477873,-3.60381624477873,-3.60381624477873,0.216905925607534,0.0466921416213495,-138.603816244779,225,1,0,0.10408381317751,0.406857053919225,1.01124433771886,1252.08253334872,120.842934010614,120.842934010614,0,0,0,0,0,No_Discrim
1,46,10,15,-5.94589738464438,-5.94589738464438,-5.94589738464438,-8.40843789471202,-8.20128739644093,39.0541026153556,45,1,0,0.103597659249942,0.391008976721139,1.11727096381063,1382.02720996486,139.485160379837,139.485160379837,0,0,0,0,0,No_Discrim
1,47,10,15,5.84110563900793,4.04485085844232,6.02180299980176,7.60755599960822,7.58018257190912,-39.1588943609921,315,1,0,0.145246147725857,0.409191674448635,1.00613251029694,988.22818870282,128.391337711544,129.344157445091,0,0,0,0,0,No_Discrim
1,48,10,15,6.28353265554264,5.91393042704183,6.28353265554264,5.37363405098458,5.51325991409442,141.283532655543,135,1,0,0.122609042102511,0.439747560516878,0.913947449704779,806.635770337499,106.670421608458,107.180827150522,0,0,0,0,0,No_Discrim
1,49,10,15,-0.809966405195439,-0.809966405195439,-0.809966405195439,3.74420288738008,3.74986849262001,-135.809966405195,225,1,0,0.0940221094874687,0.380255600385169,0.882256102764217,2588.46363577729,125.778378334049,125.778378334049,0,0,0,0,0,No_Discrim
1,50,10,15,9.44360810471244,2.44360773275071,6.7356050105725,6.3768127686979,6.86262767778357,-35.5563918952876,315,1,0,0.158973235693963,0.38229816799884,1.3433815160549,914.517489204292,115.53795686646,115.937034153159,0,0,0,0,0,No_Discrim
1,51,11,15,2.71690099164772,8.26116139011069,3.90935350660931,5.74016496479351,4.89574868191102,137.716900991648,135,1,0,0.145426727769433,0.402219061320324,1.00168471265238,964.253424178941,95.4889481113845,95.4889481113845,0,0,0,0,0,No_Discrim
1,52,11,15,-5.75935029217646,-5.93181811201877,-5.93181811201877,-9.28685089566371,-8.69957593783659,39.2406497078235,45,1,0,0.0878520409451653,0.412452331075002,0.87240472524789,1383.00736158266,136.179551745789,136.179551745789,0,0,0,0,0,No_Discrim
1,53,11,15,-0.294094162284409,-0.581002380723419,1.22550271370568,1.57325599463542,1.3979005639406,-45.2940941622844,315,1,0,0.155336996614437,0.403723494395081,0.882058997092628,987.672464174386,113.172890183003,113.556804915567,0,0,0,0,0,No_Discrim
1,54,11,15,6.58770576322666,6.94854144997072,5.70761291861103,3.11394907072676,3.23819371081501,141.587705763227,135,1,0,0.158137339385917,0.389154801265789,0.912116109662747,953.226016151257,84.5384667616743,84.9538166161276,0,0,0,0,0,No_Discrim
1,55,11,15,-1.19035387609068,-1.19035387609068,-1.19035387609068,2.25573909072159,2.10549106764114,-136.190353876091,225,1,0,0.0883883726884562,0.439718114852553,0.887470689545268,1416.72724338046,128.237153936156,128.237153936156,0,0,0,0,0,No_Discrim
1,56,12,15,0.00264010400626802,-0.349825604401033,-0.349825604401033,-6.49103422910855,-5.44196431266108,45.0026401040063,45,1,0,0.0875771145892656,0.395013587070764,0.918999183934375,1562.21669926344,149.034772422114,149.034772422114,0,0,0,0,0,No_Discrim
1,57,12,15,2.97122292605854,-0.0629587461030496,5.114833481174,5.40945213674058,4.88467091737573,-42.0287770739414,315,1,0,0.154902222366474,0.416637521468232,0.808358001588942,1027.59894884563,128.456663184016,128.72296399444,0,0,0,0,0,No_Discrim
1,58,12,15,3.96332316150554,4.06549366800215,3.96332316150557,5.63595635058692,4.91622097432511,138.963323161506,135,1,0,0.141821737149996,0.41513489118924,1.39643509153998,741.637248778566,94.7243006533499,94.83453826477,0,0,0,0,0,No_Discrim
1,59,12,15,2.77972347007199,4.093950841447,4.093950841447,4.2885550695604,4.44571702035012,-132.220276529928,225,1,0,0.113640734050364,0.397844877836661,0.895878929043135,1341.37064168881,110.974201225866,110.974201225866,0,0,0,0,0,No_Discrim
1,60,12,15,-6.19659572771729,-6.19659572771729,-6.19659572771729,-7.75519743900544,-8.06721574742848,38.8034042722827,45,1,0,0.0869921073601461,0.380729134742126,0.914195634590129,1460.19185559747,135.878233945838,135.878233945838,0,0,0,0,0,No_Discrim
1,61,13,15,5.6818361722845,13.2375182666646,5.63983583508158,5.83719731316634,5.73267502414913,140.681836172285,135,1,0,0.151161421131803,0.377536984355345,1.16316683913413,842.796054735291,96.6232050214808,96.8559081225801,0,0,0,0,0,No_Discrim
1,62,13,15,-5.73065952841002,-5.73065952841002,-5.73065952841002,-7.85936146218246,-7.6778396560718,39.26934047159,45,1,0,0.0891737907146535,0.383926393050388,1.1358881353201,1543.11268327038,147.452828279603,148.881862919543,0,0,0,0,0,No_Discrim
1,63,13,15,1.76310299187605,1.76310299187605,1.76310299187605,5.82877360102987,5.82877360102987,-133.236897008124,225,1,0,0.103733770331047,0.386388110682077,1.30052755813713,2542.81398676439,118.750237220008,119.897530982081,0,0,0,0,0,No_Discrim
1,64,13,15,0.791805990672117,2.59083643163103,1.67358748541739,2.09705954475351,1.63047512685006,-44.2081940093279,315,1,0,0.143908773726253,0.412612178967038,1.27164196235523,1144.88531415952,130.982662268422,131.430532116051,0,0,0,0,0,No_Discrim
1,65,13,15,-4.35190424930205,-4.66572462570956,-4.66572462570956,-8.16849701826257,-7.01594656465638,40.6480957506979,45,1,0,0.106212314056592,0.390179690664212,0.650041584489344,1457.87579955998,156.116080613761,156.795723674846,0,0,0,0,0,No_Discrim
1,66,14,15,4.54138354388908,9.9431161585579,4.4516586936675,4.97956105303669,4.58537992534951,139.541383543889,135,1,0,0.134100663308715,0.398340346208983,1.20869885017697,1103.46084869188,96.4010486543937,96.4010486543937,0,0,0,0,0,No_Discrim
1,67,14,15,-2.96349068254051,-2.96349068254051,-2.96349068254051,1.5964563028877,1.48862351790524,-137.963490682541,225,1,0,0.106522995861951,0.402834716077592,0.8763690731586,2296.80336081923,116.084705571094,117.10060359278,0,0,0,0,0,No_Discrim
1,68,14,15,-1.13155012446322,2.23919742251098,-1.13155012446322,0.726881501695573,-0.359065831405644,-46.1315501244632,315,1,0,0.157788498403193,0.349995372824196,1.60618376979022,832.782078651232,120.974002800036,121.21030258344,0,0,0,0,0,No_Discrim
1,69,14,15,-0.336013688072853,-0.336013688072853,-0.336013688072853,6.99909677013886,6.37443808099215,-135.336013688073,225,1,0,0.106180765130489,0.424727567511695,0.90990678343934,2903.24147404762,139.77587688244,139.77587688244,0,0,0,0,0,No_Discrim
1,70,14,15,-3.43302728149064,-3.92519885002788,-3.92519885002788,-12.7112221149023,-11.3654307210231,41.5669727185094,45,1,0,0.0787695558271935,0.411270598444048,0.969079648719116,1868.34988794158,164.80455553163,164.80455553163,0,0,0,0,0,No_Discrim
1,71,15,15,1.83874307708936,2.09982596977017,3.83487145649718,3.88439941485797,3.75014827394278,-43.1612569229106,315,1,0,0.123902247605542,0.38614773791204,0.84475284270826,1145.32550002301,150.634835238724,150.926433383429,0,0,0,0,0,No_Discrim
1,72,15,15,3.53563432038209,25.3815489302769,3.5483943670431,3.7842040949981,3.49256706912982,138.535634320382,135,1,0,0.131634438687399,0.409200387961732,1.03879766742261,975.941366651233,92.5486316059766,92.5486316059766,0,0,0,0,0,No_Discrim
1,73,15,15,-1.69216621792604,-4.8933029020805,-4.8933029020805,-6.24620000777713,-5.42371245130746,43.307833782074,45,1,0,0.116571779515596,0.399787690750827,0.973573718122225,1332.20311677953,136.558180709324,137.332455719608,0,0,0,0,0,No_Discrim
1,74,15,15,2.19250170167527,3.88609808952117,3.88609808952117,4.10193143961516,3.88609808952117,-42.8074982983247,315,1,0,0.150937273523766,0.421418535865485,0.511825438890753,1241.09776109718,132.459648714976,132.666561999704,0,0,0,0,0,No_Discrim
1,75,15,15,4.48733545338052,17.5440697705212,2.74269122180428,1.8465281034741,1.82843856411711,139.487335453381,135,1,0,0.142465635707936,0.464516472144851,1.05239014663925,776.254244776425,85.3646233938659,85.3646233938659,0,0,0,0,0,No_Discrim
1,76,16,15,-1.99770055340053,-1.35564483163512,-1.35564483163512,3.51653425783019,4.25683994883417,-136.997700553401,225,1,0,0.0819635090097108,0.400115198650155,1.47513373740071,1609.25644620272,133.332916359756,136.190598100306,0,0,0,0,0,No_Discrim
1,77,16,15,-2.54815500751376,-2.72545821789681,-2.72545821789681,-7.38915420934895,-6.70107043748079,42.4518449924862,45,1,0,0.079249700435355,0.37025609314918,0.948606498958497,1756.55515432072,160.46890725545,160.46890725545,0,0,0,0,0,No_Discrim
1,78,16,15,-1.11244862006822,5.09200415896689,-0.830110938425889,-0.0852768715853358,-0.0852768715853358,133.887551379932,135,1,0,0.141593683484359,0.409084708566013,0.870148826800062,972.764616034218,84.0737422379437,84.4139939112143,0,0,0,0,0,No_Discrim
1,79,16,15,3.25221755093298,3.25221755093298,3.25221755093298,7.5912444723603,7.54697398700978,-131.747782449067,225,1,0,0.0893384460621292,0.378575094256291,1.17076472193122,1407.25155796345,125.283363129171,125.283363129171,0,0,0,0,0,No_Discrim
1,80,16,15,3.16655199919865,4.6652856448946,3.1665519991987,3.98773427021268,4.68495819208948,-41.8334480008013,315,1,0,0.150768411652791,0.375089689089975,0.862839391327952,891.243576236704,118.829498016381,119.438953520733,0,0,0,0,0,No_Discrim
1,81,17,15,9.56468156073277,9.5150552516599,9.5150552516599,NaN,3.40941785723638,144.564681560733,135,1,0,0.121355798572381,0.401552928281205,54.9873263456965,1225.94727270458,NaN,79.7769963093777,1,0.5,1,4,105,q
1,82,17,15,2.78074242559262,2.78074242559256,2.78074242559256,8.0179514887418,7.70700051639301,-132.219257574407,225,1,0,0.0995158291478333,0.412345365192493,1.53139749122937,2659.20055393616,127.035079744884,127.035079744884,1,0.5,-2,4,285,q
1,83,17,15,1.99806214580445,1.99806214580445,1.99806214580445,3.10823401733762,2.70551522144831,-43.0019378541956,315,1,0,0.140377397267628,0.409144501292474,0.903365639433787,2247.3273826354,154.886992732177,155.462578936926,1,0.5,-1,4,345,q
1,84,17,15,2.03978161443202,2.03978161443201,2.03978161443201,-0.273958348325017,-0.119507229039392,47.039781614432,45,1,0,0.0947663636767402,0.388730242860561,3.75846622942805,1324.98811055835,119.379558188537,119.379558188537,1,0.4,0,1,45,b
1,85,17,15,5.28640377336302,5.28640377336302,5.28640377336302,8.91399385372722,9.01651289435529,-39.713596226637,315,1,0,0.13971547075198,0.407551130292859,1.11579086847888,2161.07851187563,132.459361095054,132.459361095054,1,0.3,-2,3,15,d
1,86,18,15,0.755784169102071,0.755784169102071,0.755784169102071,4.26298912608075,4.2072269688245,-134.244215830898,225,1,0,0.09474773478712,0.403191369175204,1.69765011579943,1422.79580020119,128.599820630295,130.530270305146,1,0.3,-1,1,255,q
1,87,18,15,3.38550742121055,0.314938488019607,2.80007267197769,NaN,3.25860665966226,138.385507421211,135,1,0,0.157226927519105,0.471879991490766,1.21154666657043,625.62718931861,NaN,74.4244949833093,1,0.4,-2,2,195,p
1,88,18,15,3.37803077091512,3.37803077091512,3.37803077091512,-5.05726370338466,-4.91202343216639,48.3780307709151,45,1,0,0.0948571043975335,0.413621143669559,1.15271422922694,2754.45534700994,131.584834201471,132.479690790427,1,0.4,1,2,15,d
1,89,18,15,4.05089413122795,5.54433432508364,5.54433432508364,5.93954438857645,5.54252043180912,-40.9491058687721,315,1,0,0.139639753329504,0.408905630852473,1.45455993154172,1202.09962981114,143.586822346262,144.053351863832,1,0.3,2,2,255,b
1,90,18,15,-3.34607444088564,-6.25609711849589,-3.7160613023204,-6.19608776589565,-6.63686621357901,41.6539255591144,45,1,0,0.0822808010663607,0.418451434484439,3.02856349627012,1691.10758567738,149.405496301436,149.405496301436,1,0.3,-2,2,105,p
1,91,19,15,0.255131672157745,4.21435726282084,0.255131672157745,5.58161316810538,5.23948308204785,-134.744868327842,225,1,0,0.0910703318706965,0.393963158065503,0.931131398572745,1559.63789858725,141.978653896051,141.978653896051,1,0.4,1,2,195,d
1,92,19,15,0.0898610162698787,-20.4136899249981,-152.148654249036,1.09709170236323,1.09709170236323,135.08986101627,135,1,0,0.141594885348184,0.428625211978897,1.55271855593662,823.090469209721,86.3206866981408,86.6580033289982,1,0.4,2,3,75,p
1,93,19,15,1.30354780047486,2.13199558382013,2.13199558382013,6.71771944019486,6.29718153902888,-133.696452199525,225,1,0,0.0933118079518636,0.396608159934488,1.34922407669814,1581.17077254574,148.266224246465,148.266224246465,1,0.3,2,1,165,b
1,94,19,15,-2.60777165341276,-3.09494074112065,-3.09494074112065,-8.07441225656218,-7.49050813452632,42.3922283465872,45,1,0,0.0946356609829877,0.456241339068583,0.919188777957174,1455.5684541786,154.140729840733,154.140729840733,1,0.5,1,1,15,q
1,95,19,15,1.42743067905769,1.65247254686233,1.65247254686233,3.84008815440939,3.01356522467313,-43.5725693209423,315,1,0,0.0941690373431356,0.369544289283908,1.22045187677031,1412.80818136541,162.312182698824,163.255529279777,1,0.4,-2,1,15,b
1,96,20,15,10.5186674198364,73.6335272522839,10.5186674198364,20.0000023641514,20.0000023641514,145.518667419836,135,1,0,0.103692306028108,0.352299946757512,1.42290524144875,1111.632917901,102.645390442899,103.457071544117,1,0.3,1,4,105,d
1,97,20,15,0.654591967413353,0.654591967413296,0.654591967413296,7.11272798975779,6.82403726600455,-134.345408032587,225,1,0,0.0957245496315409,0.419983510427983,1.50959598144817,3132.51614019782,146.020383331502,146.020383331502,1,0.5,1,3,195,q
1,98,20,15,-4.65907259618053,-4.65907259618053,-4.65907259618053,-10.0741402696381,-9.78732169885679,40.3409274038195,45,1,0,0.0852019311548133,0.418975447123159,1.05418422890216,3140.4667892439,156.693067329549,156.693067329549,1,0.3,2,3,345,p
1,99,20,15,-2.37775140815,-2.37775140815,-2.37775140815,3.31248676424968,1.7969855589929,-47.37775140815,315,1,0,0.140844321373606,0.389626232361024,1.47003062349086,2221.00900393994,167.901948519139,168.451808556968,1,0.5,0,4,315,d
1,100,20,15,7.96084748943068,-10.1995789963278,7.62759639178063,NaN,1.67404271857978,142.960847489431,135,1,0,0.130531428138738,0.413936332464459,1.13679974905085,991.155422517261,NaN,78.2206531269427,1,0.3,2,3,75,p
1,101,21,15,-4.5481077528822,-8.709247158925,-8.709247158925,-9.63215446447175,-9.16918949200198,40.4518922471178,45,1,0,0.107878097353307,0.430336666101823,4.29022307794918,1441.61745758392,142.940476504709,142.940476504709,1,0.3,-1,2,75,d
1,102,21,15,-0.185804270122219,-0.185804270122219,-0.185804270122219,1.15212558583966,0.179013896614435,-45.1858042701222,315,1,0,0.155364038550999,0.432960935819494,0.947107173804909,1942.21361591492,155.235928011397,155.446475677935,1,0.4,2,2,255,q
1,103,21,15,-0.57432656418797,0.530537096796991,168.631373720495,8.11118762418329,7.41400524927073,134.425673435812,135,1,0,0.135103318225845,0.414708229522148,0.937102859114134,1062.90279151679,94.2959901135126,94.3866410079383,1,0.4,-1,1,165,d
1,104,21,15,-0.800951258234136,-0.800951258234136,-0.800951258234136,7.44533127665261,6.30658049376444,-135.800951258234,225,1,0,0.0950995804292916,0.386322308636124,1.47470887852887,1526.00403384619,161.451384496129,161.451384496129,1,0.5,1,1,195,p
1,105,21,15,7.23373887380507,7.48371926716629,7.48371926716629,11.0765234694633,10.6914296590299,-127.766261126195,225,1,0,0.0955301481537276,0.42454939119591,1.55401206190623,1336.56031404427,128.693517630078,128.693517630078,1,0.4,-2,3,285,p
1,106,22,15,2.38387091269243,2.85162076406164,2.85162076406164,4.28161987037822,3.87933520449928,-42.6161290873076,315,1,0,0.151729301801197,0.419368456602569,1.38938736192085,1141.2120357695,164.006294932301,164.988456597595,1,0.3,-2,3,15,d
1,107,22,15,-6.26405942367144,-6.91810806387462,-6.91810806387462,-11.6001121021623,-10.5308645152723,38.7359405763286,45,1,0,0.0975054113919782,0.398360777894197,1.99502788925093,1695.93835071422,171.500321911179,171.500321911179,1,0.5,-1,2,75,q
1,108,22,15,-0.930539750841405,-0.230998464454103,-0.230998464454103,3.45231094996319,3.40805433500873,134.069460249159,135,1,0,0.156176798979743,0.416905236641071,0.999561319694635,1122.63794911479,83.9071735610757,84.1293484119685,1,0.4,0,4,135,q
1,109,22,15,2.18504873529383,3.72153139651334,3.72153139651334,3.59400348057693,3.71450541274271,-42.8149512647062,315,1,0,0.154660347266486,0.381014577406631,1.42554753912356,1124.80332127252,157.703415051807,157.951802988353,1,0.3,2,4,255,b
1,110,22,15,-0.790646762061442,-0.576386315105196,-0.576386315105196,4.0775227792243,3.05960697992884,-135.790646762061,225,1,0,0.104915202495988,0.408054711246052,1.35834231726602,1376.51400887262,157.648857476579,158.571079681615,1,0.3,-2,3,285,p
1,111,23,15,1.89788449300363,2.68491584064392,2.68491584064392,4.1806216342668,3.86821942343585,136.897884493004,135,1,0,0.125209875475321,0.428090983496759,0.876796335757376,1285.63855613094,93.2111049323656,93.2111049323656,1,0.5,-1,2,165,p
1,112,23,15,-5.71247023775334,-5.71247023775334,-5.71247023775334,-8.1294187747096,-8.1294187747096,39.2875297622467,45,1,0,0.0958486420739746,0.40374392608021,1.20271747425932,1406.61645601353,131.315503340873,132.442650176,1,0.5,0,4,45,b
1,113,23,15,7.8015804452244,91.0195434652449,6.46915198088442,5.16737461786673,5.33991443482068,142.801580445224,135,1,0,0.13764015234824,0.430784360385815,1.15749344082815,880.163215641741,94.7150858232629,94.831939856583,1,0.4,1,3,105,p
1,114,23,15,-9.0171117708742,-13.673577710969,-9.42076713130334,-14.540025810329,-13.673577710969,35.9828882291258,45,1,0,0.0980113960731614,0.431633477196442,1.17238723812841,1555.84832832814,167.577503554995,169.343768130109,1,0.5,1,1,15,q
1,115,23,15,-2.87612671552995,0.0371547646715271,0.0371547646715271,5.46552026798008,3.93139434871421,-137.87612671553,225,1,0,0.0969062822624664,0.398105381825872,1.69988017417484,2499.05680911459,150.190664394642,150.608663603537,1,0.3,2,4,165,p
1,116,24,15,-3.08820926741379,-2.72485652023698,-2.72485652023698,-1.36674893802564,-0.731405643097617,-48.0882092674138,315,1,0,0.144885588570673,0.417204500739558,1.50798067643234,1007.34181953287,145.315214686591,145.576714947658,1,0.5,2,3,255,p
1,117,24,15,9.33251191280382,18.3746161780145,8.7901273564535,3.82895768294591,4.73478999908315,144.332511912804,135,1,0,0.137143482111924,0.399309949869803,1.23808832737802,1235.24489359371,93.5899049360322,93.9141138550635,1,0.3,2,1,75,d
1,118,24,15,-0.0397990882651129,-0.0397990882651129,-0.0397990882651129,3.32759450363505,1.91774900720355,-45.0397990882651,315,1,0,0.147402591939795,0.395170129837311,1.50479213163817,1964.90510029958,157.134032312292,157.480936509552,1,0.4,2,2,255,d
1,119,24,15,6.34082299638214,11.0945208397967,6.34082299638214,8.70337639707918,8.54618365392906,-128.659177003618,225,1,0,0.10842224121177,0.418757909767237,1.26241315031302,1226.57534219468,143.546332647092,143.546332647092,1,0.4,-1,1,255,p
1,120,24,15,-8.73152688776315,-8.73152688776315,-8.73152688776315,-10.4801371517347,-10.4149504809897,36.2684731122368,45,1,0,0.0968425834785194,0.407415620143524,0.904160371904823,2868.91756962133,146.636900024082,147.497439612939,1,0.4,-2,4,105,d
1,121,25,15,3.74181728662279,-3.1255730471004,3.50377586747231,3.74313724065561,3.60425801427911,138.741817286623,135,1,0,0.154492386793208,0.426847955809762,1.66185200007965,1222.67591016831,97.5770058099019,98.0462696070309,1,0.5,1,1,105,p
1,122,25,15,-0.451675914337613,-0.451675914337613,-0.451675914337613,4.84990403853215,4.11186430754566,-135.451675914338,225,1,0,0.0960781980696765,0.394599845440666,1.55252715911683,1402.06207696195,163.587090145349,163.587090145349,1,0.4,-2,3,285,d
1,123,25,15,2.11450482009047,2.83596132688262,2.52110323978673,3.61440801662445,2.80893970145695,-42.8854951799095,315,1,0,0.153623138763578,0.39489520348161,1.24476347920313,928.088063138171,151.645828193784,152.393001769935,1,0.3,-1,4,345,n
1,124,25,15,-10.381149393995,-11.1210142437583,-10.7442274533007,-17.3174090943892,-14.6113881731999,34.618850606005,45,1,0,0.0951912225477827,0.421329597940485,1.3102100737824,1307.98248867598,152.046218914076,152.046218914076,1,0.5,-1,3,75,b
1,125,25,15,-2.12706533200333,-2.12706533200333,-2.12706533200333,4.21541010458373,3.05204775897562,-137.127065332003,225,1,0,0.104123174218785,0.428035096827216,1.15301890171258,1407.82417141332,149.899201467786,149.899201467786,1,0.4,-2,4,285,q
1,126,26,15,-9.26358823069292,-9.26358823069292,-9.26358823069292,-6.36609547739545,-7.00345835192012,35.7364117693071,45,1,0,0.1233115315232,0.407601909040977,1.31064544896162,2350.57686951435,127.352955707636,127.352955707636,1,0.3,-2,3,105,d
1,127,26,15,-5.1243446453156,-5.09552680818115,-5.16586974956181,-4.05560375353218,-5.09552680818115,-50.1243446453156,315,1,0,0.140890292665858,0.414881898848648,2.13555431763734,944.226571339712,138.644083515275,138.854050863742,1,0.5,1,1,285,b
1,128,26,15,4.41121836694273,161.379434905394,3.84775349643604,3.56260582788443,3.28708034127888,139.411218366943,135,1,0,0.140269830453349,0.433507182939138,1.31051654906423,1133.75715015862,96.017345193161,96.3907201281769,1,0.4,2,1,75,p
1,129,26,15,-0.149484110762785,-0.149484110762785,-0.149484110762785,7.38826217504681,6.80095933538382,-135.149484110763,225,1,0,0.0934016472748453,0.384358763570503,1.27593081350562,3113.35655314484,155.530731503691,155.530731503691,1,0.5,-2,4,285,q
1,130,26,15,-4.91405609962902,-1.79125295012273,-4.30077520255912,-0.863791364795361,-1.41243730238551,-49.914056099629,315,1,0,0.130524216955678,0.366502672343586,1.04617771239657,1025.38461861783,135.004381764636,135.462585639166,1,0.4,0,3,315,p
1,131,27,15,2.51972747426331,11.9928720766993,3.32897509147617,3.13472209437043,3.14608245827839,137.519727474263,135,1,0,0.120370570681189,0.437709499892208,1.58052067145798,1045.35033120932,92.527795276006,92.9690347374489,1,0.3,1,4,105,q
1,132,27,15,-1.43081552361221,-1.85252513257224,-1.85252513257224,-7.04883379813612,-6.15155462848426,43.5691844763878,45,1,0,0.0926027082799692,0.410639619922563,1.20884728036265,1633.25348527649,159.227687464987,159.227687464987,1,0.3,-2,3,105,d
1,133,27,15,0.515967935064794,5.37807251673968,0.621587180212373,0.753055864278053,0.882643392041757,-44.4840320649352,315,1,0,0.149818939210832,0.395828450761428,1.66546540374691,949.482309791711,134.554418746353,134.918069069729,1,0.4,-1,2,345,d
1,134,27,15,-3.36210661186888,-2.37289072314258,163.130534450404,1.9508564801622,1.57402412241876,131.637893388131,135,1,0,0.138026551576331,0.432238014713107,1.00133707353382,1093.94844691531,91.6207979906102,92.2820905554759,1,0.3,-1,1,165,d
1,135,27,15,-0.784174013345762,0.671211094477485,0.671211094477485,5.99121572106606,4.84089016094185,-135.784174013346,225,1,0,0.0942970358431694,0.414966029318407,1.11381109825163,1440.53027028548,153.476939457722,154.998446983843,1,0.5,1,2,195,d
1,136,28,15,-4.1281819778113,-4.12818197781129,-4.12818197781129,-9.15616364889711,-8.76242638286137,40.8718180221887,45,1,0,0.104972891960642,0.44465567201587,1.84958463585394,2798.2919382321,150.83713498307,150.83713498307,1,0.4,0,4,45,q
1,137,28,15,1.13572990791801,1.13572990791801,1.13572990791801,2.41542653875877,2.82462222047741,-43.864270092082,315,1,0,0.158925461606145,0.413484732122015,1.25791277112535,1759.44767152029,125.155399605123,125.821788659242,1,0.4,-1,2,345,[{
1,138,28,15,0.43646331085597,150.754330076331,0.43646331085597,3.79110165245453,3.97040525465457,135.436463310856,135,1,0,0.134801650399595,0.420949808963883,1.60930350787999,1204.77691610857,80.3821082188304,81.0336022984837,1,0.5,-2,2,195,q
1,139,28,15,-0.327444021175324,0.161390936727798,0.161390936727798,5.5555097435705,5.01038261463401,-135.327444021175,225,1,0,0.0947146835312651,0.389490121280232,1.55741754312498,1370.84765161287,130.059082167558,130.059082167558,1,0.4,0,2,225,d
1,140,28,15,-2.25625838311415,-2.25625838311415,-2.25625838311415,-8.03788384305267,-6.86090472653798,42.7437416168858,45,1,0,0.0947059700181399,0.415523093212755,1.52004198110433,1426.56529908778,145.363789372809,145.782993030145,1,0.5,-2,1,105,d
1,141,29,15,4.38517610348475,4.38517610348475,4.38517610348475,5.80198385866626,5.79009884713426,139.385176103485,135,1,0,0.14434775449763,0.396417964979946,0.992995237013929,1247.0220174884,84.8055855567024,85.2140919248166,1,0.5,0,3,135,p
1,142,29,15,1.96036498743918,1.96036498743917,1.96036498743917,-5.60321496533552,-4.59602323432088,46.9603649874392,45,1,0,0.0972863717053087,0.411660603263272,1.32524328729039,1415.11340763156,146.221007112504,146.221007112504,1,0.4,0,2,45,q
1,143,29,15,-3.4015288870188,-3.4015288870188,-3.4015288870188,5.95141001221475,4.93859077528089,-138.401528887019,225,1,0,0.0862824067563679,0.379429619453845,1.28224360338015,3098.93077554344,158.052098812265,158.052098812265,1,0.5,2,1,165,d
1,144,29,15,1.06851649612031,5.62291304486178,0.831430279748702,-0.245024847706134,-1.02915521874098,-43.9314835038797,315,1,0,0.140860546535237,0.397475004236526,1.44770239687671,928.657397011975,136.371514311485,136.371514311485,1,0.4,1,4,285,q
1,145,29,15,-7.68300890680969,-7.68300890680969,-7.68300890680969,-9.4832646740469,-9.10786649962866,37.3169910931903,45,1,0,0.0860654703312775,0.413932726872531,0.854819053389178,1490.02830737106,142.885127833683,142.885127833683,1,0.5,-2,2,105,p
1,146,30,15,5.23370169867425,41.9441947604201,5.88850167406707,7.76669724380343,7.82303307387909,140.233701698674,135,1,0,0.134245788368389,0.432897237035945,1.54329384008633,1099.39032261131,84.8234392461401,84.8234392461401,1,0.5,2,2,75,p
1,147,30,15,1.26969350175148,1.26969350175148,1.26969350175148,5.9620028492098,5.85933201738862,-133.730306498248,225,1,0,0.0968546021168777,0.390117193744345,1.01065211930563,1423.32832168466,133.563484919858,133.563484919858,1,0.3,-2,3,285,d
