SN,TN,CN,tgtsize,hand_theta,hand_theta_maxv,hand_theta_maxradv,handMaxRadExt,hand_theta_50,raw_ep_hand_ang,ti,fbi,ri,MT,RT,ST,radvelmax,maxRadDist,testMaxRadDist,discrim,discrim_onset,discrim_dist,stim_type,discrim_tar,problem_report
1,23,5,15,10.7000841958638,12.0591183174957,10.7000841958638,NaN,14.9578084443253,145.700084195864,135,0,0,0.164619291597404,0.396232877947114,1.13657379864702,524.417131997184,NaN,79.8805494009581,0,0,0,0,0,No_Discrim
1,24,5,15,2.24286893930571,2.48835928178249,2.48835928178249,5.64282894701455,4.80858342718199,-132.757131060694,225,0,0,0.109510829394239,0.382626276830081,0.952243639435963,1184.60523656815,130.790286417122,131.223033266758,0,0,0,0,0,No_Discrim
1,25,5,15,-1.16719615162327,2.65890419398522,2.65890419398522,3.38767453167145,1.87125305333393,-136.167196151623,225,0,0,0.099371004553845,0.381921984613683,0.877926688708826,1401.48577573436,156.85808669623,158.027950131598,0,0,0,0,0,No_Discrim
1,26,6,15,1.39585602404992,1.39585602404992,1.39585602404992,1.3580690623063,0.552241486758476,-43.6041439759501,315,0,0,0.15253394964914,0.363173509478571,1.12322439639398,830.810849045268,123.031710688876,123.512569117205,0,0,0,0,0,No_Discrim
1,27,6,15,-11.9254914809089,-11.9254914809089,-11.9254914809089,-14.3014898862818,-14.2874178068142,33.0745085190911,45,0,0,0.0899456877725697,0.366986723010044,1.04578650571312,1427.32028844025,128.649202064759,129.74437903132,0,0,0,0,0,No_Discrim
1,28,6,15,10.4328292406432,14.1729828294108,10.4328292406432,10.3327446435654,10.8406028558992,145.432829240643,135,0,0,0.157181256692752,0.381763939517413,0.856959873372034,598.572606024896,89.5779633900187,89.9208191192087,0,0,0,0,0,No_Discrim
1,29,6,15,3.22061878225111,4.50722266766462,3.22061878225111,2.90920762916784,2.60933533797197,-41.7793812177489,315,0,0,0.169065586912097,0.3960144391923,0.8698742009108,816.718971978173,124.162987893941,124.517236574792,0,0,0,0,0,No_Discrim
1,30,6,15,3.21170218193515,3.21170218193515,3.21170218193515,8.60456654415293,7.30653934503329,-131.788297818065,225,0,0,0.105850553037641,0.382945071216341,0.920222981799981,1265.09062640321,136.423611180858,137.326306836468,0,0,0,0,0,No_Discrim
1,31,7,15,10.0890348024937,10.5096437048797,10.0890348024937,9.95878173496052,8.89884956862062,145.089034802494,135,0,0,0.132552061737272,0.373069355957114,0.89959569300089,733.15121054669,108.264990480986,108.45632856077,0,0,0,0,0,No_Discrim
1,32,7,15,-13.1511251676508,-13.5978224324455,-13.5978224324455,-18.6740331795039,-16.2634241906496,31.8488748323492,45,0,0,0.0847920955818608,0.370327604048356,0.84111900735698,1631.95609378704,179.336804873802,180.960775420245,0,0,0,0,0,No_Discrim
1,33,7,15,9.17549612993807,9.17549612993807,9.17549612993807,10.3378566469549,10.9770043296918,144.175496129938,135,0,0,0.133689325405783,0.410907335095345,0.866136103869991,786.147166487619,104.29642467013,104.625216080509,0,0,0,0,0,No_Discrim
1,34,7,15,-12.7304254489226,-12.7304254489226,-12.7304254489226,-16.3023711341634,-15.2059143182326,32.2695745510774,45,0,0,0.117017971470148,0.386634492771236,0.877333268432579,1066.5679129205,135.670322293089,136.562387077343,0,0,0,0,0,No_Discrim
1,35,7,15,4.26382291162883,4.58774626699869,4.58774626699869,8.58870325071024,7.50771034264534,-130.736177088371,225,0,0,0.106640177587337,0.361157683335477,0.876766589627039,1225.51778021865,139.140050736964,140.350970761947,0,0,0,0,0,No_Discrim
1,36,8,15,0.545297938151293,3.57033738619066,-0.468020217936157,2.00398366383729,1.37091148606515,-44.4547020618487,315,0,0,0.155793404411583,0.376194201968588,0.948295817153024,888.605238610899,143.342824127295,143.619912077632,0,0,0,0,0,No_Discrim
1,37,8,15,4.16406504995823,10.8034202913771,4.10724051439982,5.79169385440645,4.68400203205977,139.164065049958,135,0,0,0.148792547482572,0.411157022310221,1.19379483703335,1022.44767924798,100.047019591959,100.542407244091,0,0,0,0,0,No_Discrim
